raw,Aylik_Yas,norm,percentile
35.0,73,69.000007,97.128349
35.5,73,69.000007,97.128349
36.0,73,69.000007,97.128349
36.5,73,69.000007,97.128349
37.0,73,69.000007,97.128349
37.5,73,69.000007,97.128349
38.0,73,69.000007,97.128349
38.5,73,69.000007,97.128349
39.0,73,69.000007,97.128349
39.5,73,69.000007,97.128349
40.0,73,69.000007,97.128349
40.5,73,69.000007,97.128349
41.0,73,69.000007,97.128349
41.5,73,69.000007,97.128349
42.0,73,69.000007,97.128349
42.5,73,69.000007,97.128349
43.0,73,69.000007,97.128349
43.5,73,69.000007,97.128349
44.0,73,69.000007,97.128349
44.5,73,69.000007,97.128349
45.0,73,69.000007,97.128349
45.5,73,68.803279,96.99683
46.0,73,68.216126,96.574311
46.5,73,67.646736,96.119068
47.0,73,67.094663,95.63177
47.5,73,66.559185,95.113084
48.0,73,66.039437,94.563676
48.5,73,65.5345,93.984216
49.0,73,65.043449,93.375371
49.5,73,64.565383,92.737807
50.0,73,64.099443,92.072193
50.5,73,63.644815,91.379196
51.0,73,63.20074,90.659485
51.5,73,62.76651,89.913725
52.0,73,62.341466,89.142586
52.5,73,61.924998,88.346734
53.0,73,61.51654,87.526837
53.5,73,61.115568,86.683563
54.0,73,60.721594,85.817579
54.5,73,60.334167,84.929553
55.0,73,59.952865,84.020152
55.5,73,59.577296,83.090044
56.0,73,59.207096,82.139897
56.5,73,58.841923,81.170378
57.0,73,58.481456,80.182155
57.5,73,58.125396,79.175895
58.0,73,57.77346,78.152267
58.5,73,57.425383,77.111936
59.0,73,57.080913,76.055572
59.5,73,56.739813,74.983841
60.0,73,56.401859,73.897411
60.5,73,56.066835,72.79695
61.0,73,55.734538,71.683126
61.5,73,55.404773,70.556605
62.0,73,55.077355,69.418056
62.5,73,54.752103,68.268146
63.0,73,54.428847,67.107543
63.5,73,54.10742,65.936914
64.0,73,53.787662,64.756927
64.5,73,53.469418,63.568249
65.0,73,53.152537,62.371548
65.5,73,52.836871,61.167492
66.0,73,52.522277,59.956747
66.5,73,52.208614,58.739983
67.0,73,51.895743,57.517866
67.5,73,51.583529,56.291063
68.0,73,51.271835,55.060243
68.5,73,50.960529,53.826073
69.0,73,50.649478,52.589221
69.5,73,50.338548,51.350354
70.0,73,50.027608,50.110139
70.5,73,49.716524,48.869245
71.0,73,49.405162,47.628339
71.5,73,49.093387,46.388088
72.0,73,48.781063,45.14916
72.5,73,48.468049,43.912223
73.0,73,48.154205,42.677944
73.5,73,47.839385,41.446991
74.0,73,47.523441,40.220031
74.5,73,47.206219,38.997732
75.0,73,46.887561,37.780762
75.5,73,46.567305,36.569788
76.0,73,46.245281,35.365477
76.5,73,45.921311,34.168498
77.0,73,45.595212,32.979517
77.5,73,45.266788,31.799203
78.0,73,44.935837,30.628223
78.5,73,44.602144,29.467244
79.0,73,44.26548,28.316934
79.5,73,43.925604,27.177962
80.0,73,43.582259,26.050993
80.5,73,43.235168,24.936696
81.0,73,42.884037,23.835739
81.5,73,42.528546,22.748789
82.0,73,42.168351,21.676513
82.5,73,41.803078,20.61958
83.0,73,41.43232,19.578656
83.5,73,41.055631,18.55441
84.0,73,40.672521,17.547508
84.5,73,40.282449,16.558619
85.0,73,39.884812,15.58841
85.5,73,39.478941,14.637549
86.0,73,39.064082,13.706702
86.5,73,38.639384,12.796539
87.0,73,38.203879,11.907726
87.5,73,37.756457,11.040931
88.0,73,37.295838,10.196821
88.5,73,36.820527,9.376065
89.0,73,36.328764,8.579329
89.5,73,35.818454,7.807281
90.0,73,35.287066,7.060589
90.5,73,34.731504,6.339921
91.0,73,34.147911,5.645944
91.5,73,33.531384,4.979325
92.0,73,32.875547,4.340732
92.5,73,32.171865,3.730833
93.0,73,31.408502,3.150295
93.5,73,30.568309,2.599786
94.0,73,29.624952,2.079974
94.5,73,28.534674,1.591525
95.0,73,27.215902,1.135109
95.5,73,25.485405,0.711391
96.0,73,22.745196,0.32104
96.5,73,19.097677,0.1
97.0,73,19.097677,0.1
97.5,73,19.097677,0.1
98.0,73,19.097677,0.1
98.5,73,19.097677,0.1
99.0,73,19.097677,0.1
99.5,73,19.097677,0.1
100.0,73,19.097677,0.1
35.0,74,80.902323,99.9
35.5,74,80.902323,99.9
36.0,74,80.902323,99.9
36.5,74,80.902323,99.9
37.0,74,80.902323,99.9
37.5,74,80.902323,99.9
38.0,74,80.902323,99.9
38.5,74,80.902323,99.9
39.0,74,80.902323,99.9
39.5,74,80.902323,99.9
40.0,74,80.902323,99.9
40.5,74,80.902323,99.9
41.0,74,80.902323,99.9
41.5,74,80.902323,99.9
42.0,74,80.902323,99.9
42.5,74,80.902323,99.9
43.0,74,80.902323,99.9
43.5,74,80.902323,99.9
44.0,74,80.902323,99.9
44.5,74,80.902323,99.9
