raw,Aylik_Yas,norm,percentile
33.0,89,80.902323,99.9
33.5,89,80.902323,99.9
34.0,89,80.902323,99.9
34.5,89,80.902323,99.9
35.0,89,80.902323,99.9
35.5,89,80.902323,99.9
36.0,89,80.902323,99.9
36.5,89,80.902323,99.9
37.0,89,80.902323,99.9
37.5,89,80.902323,99.9
38.0,89,80.902323,99.9
38.5,89,80.902323,99.9
39.0,89,80.902323,99.9
39.5,89,80.902323,99.9
40.0,89,80.902323,99.9
40.5,89,80.902323,99.9
41.0,89,80.902323,99.9
41.5,89,80.902323,99.9
42.0,89,80.902323,99.9
42.5,89,80.902323,99.9
43.0,89,80.902323,99.9
43.5,89,80.19175,99.873268
44.0,89,70.902883,98.170404
44.5,89,68.057211,96.451904
45.0,89,66.181787,94.718795
45.5,89,64.737168,92.972106
46.0,89,63.539803,91.212867
46.5,89,62.503879,89.442106
47.0,89,61.581987,87.660852
47.5,89,60.745029,85.870133
48.0,89,59.973793,84.070979
48.5,89,59.254889,82.264418
49.0,89,58.578588,80.451479
49.5,89,57.937583,78.633191
50.0,89,57.326231,76.810583
50.5,89,56.740078,74.984683
51.0,89,56.175537,73.156521
51.5,89,55.629668,71.327124
52.0,89,55.100027,69.497523
52.5,89,54.584557,67.668745
53.0,89,54.081499,65.841819
53.5,89,53.589339,64.017775
54.0,89,53.106757,62.197641
54.5,89,52.632588,60.382445
55.0,89,52.1658,58.573218
55.5,89,51.705466,56.770986
56.0,89,51.250747,54.97678
56.5,89,50.800878,53.191628
57.0,89,50.355153,51.416559
57.5,89,49.912919,49.652602
58.0,89,49.473562,47.900785
58.5,89,49.036502,46.162137
59.0,89,48.601187,44.437688
59.5,89,48.167085,42.728465
60.0,89,47.733681,41.035498
60.5,89,47.300469,39.359815
61.0,89,46.86695,37.702446
61.5,89,46.432626,36.064419
62.0,89,45.996996,34.446762
62.5,89,45.559551,32.850505
63.0,89,45.11977,31.276677
63.5,89,44.677114,29.726306
64.0,89,44.231021,28.200421
64.5,89,43.780899,26.700051
65.0,89,43.326122,25.226224
65.5,89,42.866018,23.77997
66.0,89,42.399862,22.362317
66.5,89,41.926865,20.974295
67.0,89,41.44616,19.616931
67.5,89,40.956788,18.291254
68.0,89,40.457674,16.998295
68.5,89,39.947606,15.73908
69.0,89,39.425205,14.51464
69.5,89,38.888878,13.326002
70.0,89,38.336771,12.174196
70.5,89,37.766698,11.06025
71.0,89,37.176043,9.985194
71.5,89,36.561631,8.950056
72.0,89,35.919535,7.955865
72.5,89,35.244807,7.003649
73.0,89,34.531058,6.094438
73.5,89,33.769803,5.22926
74.0,89,32.949381,4.409144
74.5,89,32.053054,3.635119
75.0,89,31.055422,2.908213
75.5,89,29.9149,2.229456
76.0,89,28.555585,1.599877
76.5,89,26.812769,1.020503
77.0,89,24.188536,0.492364
77.5,89,19.097677,0.1
78.0,89,19.097677,0.1
78.5,89,19.097677,0.1
79.0,89,19.097677,0.1
79.5,89,19.097677,0.1
80.0,89,19.097677,0.1
80.5,89,19.097677,0.1
81.0,89,19.097677,0.1
81.5,89,19.097677,0.1
82.0,89,19.097677,0.1
82.5,89,19.097677,0.1
83.0,89,19.097677,0.1
83.5,89,19.097677,0.1
84.0,89,19.097677,0.1
84.5,89,19.097677,0.1
85.0,89,19.097677,0.1
85.5,89,19.097677,0.1
86.0,89,19.097677,0.1
86.5,89,19.097677,0.1
87.0,89,19.097677,0.1
87.5,89,19.097677,0.1
88.0,89,19.097677,0.1
88.5,89,19.097677,0.1
89.0,89,19.097677,0.1
33.0,90,80.902323,99.9
33.5,90,80.902323,99.9
34.0,90,80.902323,99.9
