raw,Aylik_Yas,norm,percentile
28.0,73,80.902323,99.9
28.5,73,80.902323,99.9
29.0,73,80.902323,99.9
29.5,73,80.902323,99.9
30.0,73,80.902323,99.9
30.5,73,80.902323,99.9
31.0,73,80.902323,99.9
31.5,73,80.902323,99.9
32.0,73,80.902323,99.9
32.5,73,80.902323,99.9
33.0,73,80.902323,99.9
33.5,73,80.902323,99.9
34.0,73,80.902323,99.9
34.5,73,77.942018,99.73986
35.0,73,74.908326,99.362779
35.5,73,73.126369,98.96287
36.0,73,71.80917,98.540522
36.5,73,70.740203,98.096129
37.0,73,69.827229,97.630081
37.5,73,69.02203,97.142769
38.0,73,68.296098,96.634585
38.5,73,67.63112,96.10592
39.0,73,67.014597,95.557165
39.5,73,66.437602,94.988713
40.0,73,65.893521,94.400954
40.5,73,65.377309,93.794279
41.0,73,64.885026,93.16908
41.5,73,64.413528,92.525749
42.0,73,63.960266,91.864676
42.5,73,63.523138,91.186253
43.0,73,63.100392,90.490871
43.5,73,62.690547,89.778922
44.0,73,62.292341,89.050797
44.5,73,61.904686,88.306887
45.0,73,61.52664,87.547584
45.5,73,61.157377,86.773279
46.0,73,60.796171,85.984363
46.5,73,60.442377,85.181228
47.0,73,60.095422,84.364265
47.5,73,59.754791,83.533866
48.0,73,59.420021,82.690421
48.5,73,59.090693,81.834323
49.0,73,58.766426,80.965961
49.5,73,58.446874,80.085729
50.0,73,58.131716,79.194017
50.5,73,57.820662,78.291216
51.0,73,57.51344,77.377718
51.5,73,57.209802,76.453915
52.0,73,56.909514,75.520196
52.5,73,56.612361,74.576955
53.0,73,56.318141,73.624582
53.5,73,56.026664,72.663469
54.0,73,55.737753,71.694006
54.5,73,55.451239,70.716586
55.0,73,55.166965,69.731599
55.5,73,54.884781,68.739437
56.0,73,54.604543,67.740492
56.5,73,54.326117,66.735154
57.0,73,54.049372,65.723815
57.5,73,53.774184,64.706867
58.0,73,53.500436,63.6847
58.5,73,53.228011,62.657707
59.0,73,52.9568,61.626277
59.5,73,52.686696,60.590804
60.0,73,52.417596,59.551677
60.5,73,52.149398,58.509289
61.0,73,51.882006,57.464031
61.5,73,51.615324,56.416294
62.0,73,51.349257,55.366469
62.5,73,51.083715,54.314948
63.0,73,50.818606,53.262123
63.5,73,50.553843,52.208383
64.0,73,50.289336,51.154122
64.5,73,50.024999,50.09973
65.0,73,49.760744,49.045598
65.5,73,49.496486,47.992119
66.0,73,49.232138,46.939682
66.5,73,48.967614,45.88868
67.0,73,48.702827,44.839504
67.5,73,48.43769,43.792546
68.0,73,48.172114,42.748196
68.5,73,47.906012,41.706846
69.0,73,47.639292,40.668887
69.5,73,47.371864,39.634711
70.0,73,47.103633,38.604709
70.5,73,46.834505,37.579272
71.0,73,46.564382,36.558792
71.5,73,46.293164,35.543661
72.0,73,46.020749,34.534268
72.5,73,45.747029,33.531006
73.0,73,45.471897,32.534267
73.5,73,45.195238,31.544441
74.0,73,44.916935,30.561919
74.5,73,44.636865,29.587094
75.0,73,44.3549,28.620356
75.5,73,44.070908,27.662097
76.0,73,43.784749,26.712709
76.5,73,43.496275,25.772581
77.0,73,43.205332,24.842107
77.5,73,42.911757,23.921677
78.0,73,42.615378,23.011682
78.5,73,42.316012,22.112515
79.0,73,42.013464,21.224565
79.5,73,41.707527,20.348225
80.0,73,41.397981,19.483887
80.5,73,41.084586,18.63194
81.0,73,40.767089,17.792777
81.5,73,40.445215,16.966789
82.0,73,40.118667,16.154368
82.5,73,39.787121,15.355904
83.0,73,39.450229,14.571789
83.5,73,39.107605,13.802414
84.0,73,38.758831,13.048172
84.5,73,38.403444,12.309452
85.0,73,38.040932,11.586647
85.5,73,37.670729,10.880147
86.0,73,37.292199,10.190345
86.5,73,36.904633,9.517631
87.0,73,36.507228,8.862397
87.5,73,36.099071,8.225034
88.0,73,35.679121,7.605934
88.5,73,35.246175,7.005487
89.0,73,34.798836,6.424086
89.5,73,34.335462,5.862121
90.0,73,33.854108,5.319984
90.5,73,33.352434,4.798066
91.0,73,32.827592,4.296759
91.5,73,32.276054,3.816454
92.0,73,31.693368,3.357542
92.5,73,31.07379,2.920414
93.0,73,30.409699,2.505463
93.5,73,29.690649,2.113079
94.0,73,28.901708,1.743654
94.5,73,28.020345,1.397578
95.0,73,27.00999,1.075244
95.5,73,25.804766,0.777043
96.0,73,24.264914,0.503366
96.5,73,21.988495,0.254604
97.0,73,19.097677,0.1
97.5,73,19.097677,0.1
98.0,73,19.097677,0.1
98.5,73,19.097677,0.1
99.0,73,19.097677,0.1
99.5,73,19.097677,0.1
100.0,73,19.097677,0.1
100.5,73,19.097677,0.1
101.0,73,19.097677,0.1
101.5,73,19.097677,0.1
102.0,73,19.097677,0.1
102.5,73,19.097677,0.1
103.0,73,19.097677,0.1
103.5,73,19.097677,0.1
